id_record,maraca,model,transmision,cilindraje,kilometraje,fecha_ingreso,json
165,CHERY,TIGGO 2,Manual,1.5,27000,2025-09-18T23:07:51.000Z,"{""id_registro"": 165, ""id"": ""DA5C1816-4C39-4ADE-8E5E-77D346603480"", ""media"": ""https://cdn.pilotsolution.net/crm/stock/autocor/12003/12003_224038_desktop.jpeg"", ""marca"": ""CHERY"", ""modelo"": ""TIGGO 2"", ""precio"": 14600, ""anio"": 2023, ""duenio"": 1, ""domicilio"": 0, ""kilometraje"": 27000, ""tipo"": ""SUV"", ""ubicacion"": ""Autocor Guayaquil"", ""canal_negocio"": ""1500"", ""procesado_el"": ""2025-10-23T12:00:13.971Z"", ""color"": ""BLANCO "", ""accesorios"": ""4X2"", ""placa"": ""GTN3542"", ""bandera_recibido"": ""1"", ""dias_en_stock"": ""40"", ""publicado_en_web"": ""1"", ""numero_motor"": """", ""reservado_por_email"": """", ""reservado_por_nombre"": """", ""reservado_el"": null, ""expira_el"": null, ""id_oportunidad_venta"": """", ""facturado_fabrica_el"": ""2025-09-13T00:00:00.000Z"", ""estado_fabrica"": ""Si"", ""estado"": ""DISPONIBLE"", ""combustible"": ""Gasolina"", ""disponibilidad"": ""Disponible"", ""codigo_disponibilidad"": ""1"", ""creado_por"": ""Juan  Triana"", ""fecha_ingreso"": ""2025-09-18T23:07:51.000Z"", ""bandera_eliminado"": ""0"", ""sucursal_duenio"": ""Autocor Guayaquil"", ""grupo"": ""SUV"", ""transmision_bruta"": ""MANUAL"", ""codigo_referencia_integracion"": ""393AF715-AB95-435E-BB9C-1F35EB9FA084"", ""version"": ""PRO AC 1.5 5P 4X2 TM"", ""precio_compra"": 11540, ""transmision"": ""Manual"", ""cilindraje"": ""1.5""}"
166,NISSAN,XTRAIL,Automática,2.5,70000,2025-09-18T22:42:44.000Z,"{""id_registro"": 166, ""id"": ""53428AA9-412E-434C-90B7-48112D0B424A"", ""media"": ""https://cdn.pilotsolution.net/crm/stock/autocor/12002/12002_230394_desktop.jpeg"", ""marca"": ""NISSAN"", ""modelo"": ""XTRAIL"", ""precio"": 18900, ""anio"": 2016, ""duenio"": 0, ""domicilio"": 0, ""kilometraje"": 70000, ""tipo"": ""SUV"", ""ubicacion"": ""Autocor Eloy Alfaro"", ""canal_negocio"": ""2500"", ""procesado_el"": ""2025-10-23T12:00:13.971Z"", ""color"": ""BLANCO"", ""accesorios"": ""4X2"", ""placa"": ""GSP4466"", ""bandera_recibido"": ""1"", ""dias_en_stock"": ""13"", ""publicado_en_web"": ""1"", ""numero_motor"": """", ""reservado_por_email"": """", ""reservado_por_nombre"": """", ""reservado_el"": null, ""expira_el"": null, ""id_oportunidad_venta"": """", ""facturado_fabrica_el"": ""2025-10-10T00:00:00.000Z"", ""estado_fabrica"": """", ""estado"": ""DISPONIBLE"", ""combustible"": ""Gasolina"", ""disponibilidad"": ""Disponible"", ""codigo_disponibilidad"": ""1"", ""creado_por"": ""VENTAS  GUAYAQUIL"", ""fecha_ingreso"": ""2025-09-18T22:42:44.000Z"", ""bandera_eliminado"": ""0"", ""sucursal_duenio"": ""Autocor Eloy Alfaro"", ""grupo"": ""SUV"", ""transmision_bruta"": ""AUTOMATICA"", ""codigo_referencia_integracion"": ""57726968-AECE-4B0B-892F-132E4FED2222"", ""version"": ""CVT AC 2.5 5P 4X2 TA"", ""precio_compra"": 15040, ""transmision"": ""Automática"", ""cilindraje"": ""2.5""}"
167,PEUGEOT,2008,Automática,1.2,19300,2025-09-18T22:31:44.000Z,"{""id_registro"": 167, ""id"": ""E5ACAE30-9D18-42C3-B570-7F7E8183F213"", ""media"": ""https://cdn.pilotsolution.net/crm/stock/autocor/12001/12001_227493_desktop.jpeg"", ""marca"": ""PEUGEOT"", ""modelo"": ""2008"", ""precio"": 15900, ""anio"": 2020, ""duenio"": 1, ""domicilio"": 1, ""kilometraje"": 19300, ""tipo"": ""SUV"", ""ubicacion"": ""Autocor Guayaquil"", ""canal_negocio"": ""1200"", ""procesado_el"": ""2025-10-23T12:00:13.971Z"", ""color"": ""NEGRO"", ""accesorios"": ""4X2"", ""placa"": ""GTC9501"", ""bandera_recibido"": ""1"", ""dias_en_stock"": ""59"", ""publicado_en_web"": ""1"", ""numero_motor"": """", ""reservado_por_email"": """", ""reservado_por_nombre"": """", ""reservado_el"": null, ""expira_el"": null, ""id_oportunidad_venta"": """", ""facturado_fabrica_el"": ""2025-08-25T00:00:00.000Z"", ""estado_fabrica"": ""SI"", ""estado"": ""DISPONIBLE"", ""combustible"": ""Gasolina"", ""disponibilidad"": ""Disponible"", ""codigo_disponibilidad"": ""1"", ""creado_por"": ""VENTAS  GUAYAQUIL"", ""fecha_ingreso"": ""2025-09-18T22:31:44.000Z"", ""bandera_eliminado"": ""0"", ""sucursal_duenio"": ""Autocor Guayaquil"", ""grupo"": ""SUV"", ""transmision_bruta"": ""AUTOMATICA"", ""codigo_referencia_integracion"": ""99AE0AF6-83DF-4767-85B1-9068DE70E19C"", ""version"": ""ACTPK 12E BA6S AC 1.2 5P 4X2 TA"", ""precio_compra"": 13500, ""transmision"": ""Automática"", ""cilindraje"": ""1.2""}"
168,MAZDA,2,Manual,1.5,15000,2025-09-18T21:36:56.000Z,"{""id_registro"": 168, ""id"": ""0F6DFDCF-9B37-4B9C-8C4A-20D9FF9D264F"", ""media"": ""https://cdn.pilotsolution.net/crm/stock/autocor/11998/11998_225155_desktop.jpeg"", ""marca"": ""MAZDA"", ""modelo"": ""2"", ""precio"": 18400, ""anio"": 2025, ""duenio"": 1, ""domicilio"": 0, ""kilometraje"": 15000, ""tipo"": ""SUV"", ""ubicacion"": ""Autocor Guayaquil"", ""canal_negocio"": ""1500"", ""procesado_el"": ""2025-10-23T12:00:13.971Z"", ""color"": ""NEGRO"", ""accesorios"": ""4X2"", ""placa"": ""GTS9812"", ""bandera_recibido"": ""1"", ""dias_en_stock"": ""28"", ""publicado_en_web"": ""1"", ""numero_motor"": """", ""reservado_por_email"": """", ""reservado_por_nombre"": """", ""reservado_el"": null, ""expira_el"": null, ""id_oportunidad_venta"": """", ""facturado_fabrica_el"": ""2025-09-25T00:00:00.000Z"", ""estado_fabrica"": ""SI"", ""estado"": ""DISPONIBLE"", ""combustible"": ""Gasolina"", ""disponibilidad"": ""Disponible"", ""codigo_disponibilidad"": ""1"", ""creado_por"": ""VENTAS  GUAYAQUIL"", ""fecha_ingreso"": ""2025-09-18T21:36:56.000Z"", ""bandera_eliminado"": ""0"", ""sucursal_duenio"": ""Autocor Guayaquil"", ""grupo"": ""SUV"", ""transmision_bruta"": ""MANUAL"", ""codigo_referencia_integracion"": ""35260A21-5D6B-4D13-86B4-1C60400DC0D5"", ""version"": ""SDN 1.5 4X2 TM"", ""precio_compra"": 16000, ""transmision"": ""Manual"", ""cilindraje"": ""1.5""}"
169,MAZDA,CX30,Automática,2.0,26000,2025-09-18T21:18:00.000Z,"{""id_registro"": 169, ""id"": ""6249E80A-77DC-4A2A-A3F9-908AB93FAD1A"", ""media"": ""https://cdn.pilotsolution.net/crm/stock/autocor/11995/11995_223878_desktop.jpeg"", ""marca"": ""MAZDA"", ""modelo"": ""CX30"", ""precio"": 27900, ""anio"": 2023, ""duenio"": 0, ""domicilio"": 0, ""kilometraje"": 26000, ""tipo"": ""SUV"", ""ubicacion"": ""Autocor Cumbaya"", ""canal_negocio"": ""2000"", ""procesado_el"": ""2025-10-23T12:00:13.971Z"", ""color"": ""NEGRO"", ""accesorios"": ""4x2"", ""placa"": ""PDX7139"", ""bandera_recibido"": ""1"", ""dias_en_stock"": ""29"", ""publicado_en_web"": ""1"", ""numero_motor"": ""010-001-000000596"", ""reservado_por_email"": """", ""reservado_por_nombre"": """", ""reservado_el"": null, ""expira_el"": null, ""id_oportunidad_venta"": """", ""facturado_fabrica_el"": ""2025-09-24T00:00:00.000Z"", ""estado_fabrica"": """", ""estado"": ""DISPONIBLE"", ""combustible"": ""Hibrido "", ""disponibilidad"": ""Disponible"", ""codigo_disponibilidad"": ""1"", ""creado_por"": ""LUIS JOAQUIN CORONEL BETRAN"", ""fecha_ingreso"": ""2025-09-18T21:18:00.000Z"", ""bandera_eliminado"": ""0"", ""sucursal_duenio"": ""Autocor Cumbaya"", ""grupo"": ""SUV"", ""transmision_bruta"": ""AUTOMATICA"", ""codigo_referencia_integracion"": ""450AD1E8-7278-4195-9F38-6F241E85F222"", ""version"": ""CORE AC 2.0 5P 4X2 TA HYBRID"", ""precio_compra"": 24000, ""transmision"": ""Automática"", ""cilindraje"": ""2.0""}"
17,KIA,SPORTAGE,Automática,2.0,22500,2025-10-19T18:20:42.000Z,"{""id_registro"": 17, ""id"": ""C9F41771-DAE8-43D0-BC17-B1609EE94DB3"", ""media"": ""https://cdn.pilotsolution.net/crm/stock/autocor/12400/12400_233693_desktop.jpeg"", ""marca"": ""KIA"", ""modelo"": ""SPORTAGE"", ""precio"": 29900, ""anio"": 2024, ""duenio"": 1, ""domicilio"": 0, ""kilometraje"": 22500, ""tipo"": ""SUV"", ""ubicacion"": ""Autocor Guayaquil"", ""canal_negocio"": ""2000"", ""procesado_el"": ""2025-10-23T12:00:13.971Z"", ""color"": ""ROJO"", ""accesorios"": ""4X2"", ""placa"": ""MBG8167"", ""bandera_recibido"": ""1"", ""dias_en_stock"": ""3"", ""publicado_en_web"": ""1"", ""numero_motor"": """", ""reservado_por_email"": """", ""reservado_por_nombre"": """", ""reservado_el"": null, ""expira_el"": null, ""id_oportunidad_venta"": """", ""facturado_fabrica_el"": ""2025-10-20T00:00:00.000Z"", ""estado_fabrica"": ""SI"", ""estado"": ""DISPONIBLE"", ""combustible"": ""Gasolina"", ""disponibilidad"": ""Disponible"", ""codigo_disponibilidad"": ""1"", ""creado_por"": ""Fernando Colimba"", ""fecha_ingreso"": ""2025-10-19T18:20:42.000Z"", ""bandera_eliminado"": ""0"", ""sucursal_duenio"": ""Autocor Guayaquil"", ""grupo"": ""SUV"", ""transmision_bruta"": ""AUTOMATICA"", ""codigo_referencia_integracion"": ""7D1BBA3F-9041-48BC-B89F-B180FF589018"", ""version"": ""GT AC 2.0 5P 4X2 TA"", ""precio_compra"": 27000, ""transmision"": ""Automática"", ""cilindraje"": ""2.0""}"
170,CHERY,TIGGO 7,Automática,1.5,60000,2025-09-18T15:20:49.000Z,"{""id_registro"": 170, ""id"": ""E8B4A025-CA8C-4899-B452-DFAC90128A20"", ""media"": ""https://cdn.pilotsolution.net/crm/stock/autocor/11987/11987_224459_desktop.jpeg"", ""marca"": ""CHERY"", ""modelo"": ""TIGGO 7"", ""precio"": 18400, ""anio"": 2023, ""duenio"": 0, ""domicilio"": 0, ""kilometraje"": 60000, ""tipo"": ""SUV"", ""ubicacion"": ""Autocor El Recreo"", ""canal_negocio"": ""1500"", ""procesado_el"": ""2025-10-23T12:00:13.971Z"", ""color"": ""NEGRO"", ""accesorios"": ""4X2"", ""placa"": ""PFD7613"", ""bandera_recibido"": ""1"", ""dias_en_stock"": ""37"", ""publicado_en_web"": ""1"", ""numero_motor"": ""008-001-000000551"", ""reservado_por_email"": """", ""reservado_por_nombre"": """", ""reservado_el"": null, ""expira_el"": null, ""id_oportunidad_venta"": """", ""facturado_fabrica_el"": ""2025-09-16T00:00:00.000Z"", ""estado_fabrica"": """", ""estado"": ""DISPONIBLE"", ""combustible"": ""Gasolina"", ""disponibilidad"": ""Disponible"", ""codigo_disponibilidad"": ""1"", ""creado_por"": ""IVAN CRIOLLO"", ""fecha_ingreso"": ""2025-09-18T15:20:49.000Z"", ""bandera_eliminado"": ""0"", ""sucursal_duenio"": ""Autocor El Recreo"", ""grupo"": ""SUV"", ""transmision_bruta"": ""AUTOMATICA"", ""codigo_referencia_integracion"": ""AF5C1F9E-F4E2-40CB-8FBA-167097A352BD"", ""version"": ""LUXURY AC 1.5 5P 4X2 TA"", ""precio_compra"": 15540, ""transmision"": ""Automática"", ""cilindraje"": ""1.5""}"
171,TOYOTA,RAV4,Automática,2.5,99222,2025-09-16T21:07:34.000Z,"{""id_registro"": 171, ""id"": ""582F7F0D-A1EB-4BAA-B894-DE01202250FB"", ""media"": ""https://cdn.pilotsolution.net/crm/stock/autocor/11966/11966_233190_desktop.jpeg"", ""marca"": ""TOYOTA"", ""modelo"": ""RAV4"", ""precio"": 23400, ""anio"": 2016, ""duenio"": 0, ""domicilio"": 0, ""kilometraje"": 99222, ""tipo"": ""SUV"", ""ubicacion"": ""Autocor El Recreo"", ""canal_negocio"": ""2500"", ""procesado_el"": ""2025-10-23T12:00:13.971Z"", ""color"": ""NEGRO"", ""accesorios"": ""4X2"", ""placa"": ""GSX6086"", ""bandera_recibido"": ""1"", ""dias_en_stock"": ""3"", ""publicado_en_web"": ""1"", ""numero_motor"": ""008-001-000000943"", ""reservado_por_email"": """", ""reservado_por_nombre"": """", ""reservado_el"": null, ""expira_el"": null, ""id_oportunidad_venta"": """", ""facturado_fabrica_el"": ""2025-10-20T00:00:00.000Z"", ""estado_fabrica"": """", ""estado"": ""DISPONIBLE"", ""combustible"": ""Gasolina"", ""disponibilidad"": ""Disponible"", ""codigo_disponibilidad"": ""1"", ""creado_por"": ""VENTAS  GUAYAQUIL"", ""fecha_ingreso"": ""2025-09-16T21:07:34.000Z"", ""bandera_eliminado"": ""0"", ""sucursal_duenio"": ""Autocor El Recreo"", ""grupo"": ""SUV"", ""transmision_bruta"": ""AUTOMATICA"", ""codigo_referencia_integracion"": ""16B1947A-8ED8-45DD-B7AD-E3479FA8E40B"", ""version"": ""AC 2.5 5P 4X2 TA"", ""precio_compra"": 19000, ""transmision"": ""Automática"", ""cilindraje"": ""2.5""}"
172,BMW,218I,Automática,1.5,59000,2025-09-16T18:06:25.000Z,"{""id_registro"": 172, ""id"": ""4CB1F11B-C57F-4F1C-9D2A-7268BA704920"", ""media"": ""https://cdn.pilotsolution.net/crm/stock/autocor/11963/11963_222709_desktop.jpeg"", ""marca"": ""BMW"", ""modelo"": ""218I"", ""precio"": 35600, ""anio"": 2021, ""duenio"": 0, ""domicilio"": 0, ""kilometraje"": 59000, ""tipo"": ""SEDAN"", ""ubicacion"": ""Autocor Cumbaya"", ""canal_negocio"": ""1500"", ""procesado_el"": ""2025-10-23T12:00:13.971Z"", ""color"": ""PLOMO"", ""accesorios"": ""4X2"", ""placa"": ""PDR1825"", ""bandera_recibido"": ""1"", ""dias_en_stock"": ""45"", ""publicado_en_web"": ""1"", ""numero_motor"": ""010-001-000000586"", ""reservado_por_email"": """", ""reservado_por_nombre"": """", ""reservado_el"": null, ""expira_el"": null, ""id_oportunidad_venta"": """", ""facturado_fabrica_el"": ""2025-09-08T00:00:00.000Z"", ""estado_fabrica"": ""NO"", ""estado"": ""DISPONIBLE"", ""combustible"": ""Gasolina"", ""disponibilidad"": ""Disponible"", ""codigo_disponibilidad"": ""1"", ""creado_por"": ""CARLOS  LOAYZA"", ""fecha_ingreso"": ""2025-09-16T18:06:25.000Z"", ""bandera_eliminado"": ""0"", ""sucursal_duenio"": ""Autocor Cumbaya"", ""grupo"": ""SEDAN"", ""transmision_bruta"": ""AUTOMATICA"", ""codigo_referencia_integracion"": ""5417D0C8-0256-4413-AEF1-1316FC81C4C0"", ""version"": ""AC 1.5 4P 4X2 TA  GRAN COUPE"", ""precio_compra"": 29777, ""transmision"": ""Automática"", ""cilindraje"": ""1.5""}"
173,TOYOTA,LAND CRUISER,Automática,4.0,82000,2025-09-16T15:13:10.000Z,"{""id_registro"": 173, ""id"": ""B3B70466-201D-41B9-84DB-E6C5EF6505E9"", ""media"": ""https://cdn.pilotsolution.net/crm/stock/autocor/11959/11959_220320_desktop.jpeg"", ""marca"": ""TOYOTA"", ""modelo"": ""LAND CRUISER"", ""precio"": 64900, ""anio"": 2017, ""duenio"": 0, ""domicilio"": 0, ""kilometraje"": 82000, ""tipo"": ""SUV"", ""ubicacion"": ""Autocor Shyris"", ""canal_negocio"": ""4000"", ""procesado_el"": ""2025-10-23T12:00:13.971Z"", ""color"": ""PLATEADO"", ""accesorios"": ""4X4"", ""placa"": ""TBF7811"", ""bandera_recibido"": ""1"", ""dias_en_stock"": ""37"", ""publicado_en_web"": ""1"", ""numero_motor"": ""005-001-000004199"", ""reservado_por_email"": """", ""reservado_por_nombre"": """", ""reservado_el"": null, ""expira_el"": null, ""id_oportunidad_venta"": """", ""facturado_fabrica_el"": ""2025-09-16T00:00:00.000Z"", ""estado_fabrica"": """", ""estado"": ""DISPONIBLE"", ""combustible"": ""Gasolina"", ""disponibilidad"": ""Disponible"", ""codigo_disponibilidad"": ""1"", ""creado_por"": ""ASISTENTE COMERCIAL SHYRIS"", ""fecha_ingreso"": ""2025-09-16T15:13:10.000Z"", ""bandera_eliminado"": ""0"", ""sucursal_duenio"": ""Autocor Shyris"", ""grupo"": ""SUV"", ""transmision_bruta"": ""AUTOMATICA"", ""codigo_referencia_integracion"": ""B5F4FD28-8874-42DC-B172-4A5C932CE30D"", ""version"": ""PRADO VX AC 4.0 5P"", ""precio_compra"": 64900, ""transmision"": ""Automática"", ""cilindraje"": ""4.0""}"
174,VOLKSWAGEN,TCROSS,Manual,1.6,53210,2025-09-15T21:38:00.000Z,"{""id_registro"": 174, ""id"": ""C18C7413-2940-4EAA-93A9-042792788A3B"", ""media"": ""https://cdn.pilotsolution.net/crm/stock/autocor/11953/11953_220464_desktop.jpeg"", ""marca"": ""VOLKSWAGEN"", ""modelo"": ""TCROSS"", ""precio"": 19900, ""anio"": 2021, ""duenio"": 0, ""domicilio"": 0, ""kilometraje"": 53210, ""tipo"": ""SUV"", ""ubicacion"": ""Autocor Shyris"", ""canal_negocio"": ""1600"", ""procesado_el"": ""2025-10-23T12:00:13.971Z"", ""color"": ""PLATEADO"", ""accesorios"": ""4X2"", ""placa"": ""PDS3706"", ""bandera_recibido"": ""1"", ""dias_en_stock"": ""38"", ""publicado_en_web"": ""1"", ""numero_motor"": ""005-001-000004182"", ""reservado_por_email"": """", ""reservado_por_nombre"": """", ""reservado_el"": null, ""expira_el"": null, ""id_oportunidad_venta"": """", ""facturado_fabrica_el"": ""2025-09-15T00:00:00.000Z"", ""estado_fabrica"": """", ""estado"": ""DISPONIBLE"", ""combustible"": ""Gasolina"", ""disponibilidad"": ""Disponible"", ""codigo_disponibilidad"": ""1"", ""creado_por"": ""ANDRES  MERA"", ""fecha_ingreso"": ""2025-09-15T21:38:00.000Z"", ""bandera_eliminado"": ""0"", ""sucursal_duenio"": ""Autocor Shyris"", ""grupo"": ""SUV"", ""transmision_bruta"": ""MANUAL"", ""codigo_referencia_integracion"": ""6498F168-FF2B-4766-BB1F-94DCCF65F9A0"", ""version"": ""AC 1.6 4P 4X2 TM"", ""precio_compra"": 19900, ""transmision"": ""Manual"", ""cilindraje"": ""1.6""}"
175,CHERY,TIGGO 2,Manual,1.5,38467,2025-09-15T18:30:27.000Z,"{""id_registro"": 175, ""id"": ""AB9A6545-EF24-4A94-867C-4554965CA13C"", ""media"": ""https://cdn.pilotsolution.net/crm/stock/autocor/11949/11949_220630_desktop.jpeg"", ""marca"": ""CHERY"", ""modelo"": ""TIGGO 2"", ""precio"": 15400, ""anio"": 2024, ""duenio"": 1, ""domicilio"": 1, ""kilometraje"": 38467, ""tipo"": ""SUV"", ""ubicacion"": ""Autocor Guayaquil"", ""canal_negocio"": ""1500"", ""procesado_el"": ""2025-10-23T12:00:13.971Z"", ""color"": ""PLOMO "", ""accesorios"": ""4X2"", ""placa"": ""GTQ6196"", ""bandera_recibido"": ""1"", ""dias_en_stock"": ""40"", ""publicado_en_web"": ""1"", ""numero_motor"": """", ""reservado_por_email"": """", ""reservado_por_nombre"": """", ""reservado_el"": null, ""expira_el"": null, ""id_oportunidad_venta"": """", ""facturado_fabrica_el"": ""2025-09-13T00:00:00.000Z"", ""estado_fabrica"": ""Si"", ""estado"": ""DISPONIBLE"", ""combustible"": ""Gasolina"", ""disponibilidad"": ""Disponible"", ""codigo_disponibilidad"": ""1"", ""creado_por"": ""Juan  Triana"", ""fecha_ingreso"": ""2025-09-15T18:30:27.000Z"", ""bandera_eliminado"": ""0"", ""sucursal_duenio"": ""Autocor Guayaquil"", ""grupo"": ""SUV"", ""transmision_bruta"": ""MANUAL"", ""codigo_referencia_integracion"": ""7ED7EB6D-BE55-44BE-AFB5-362097B1AE01"", ""version"": ""PRO AC 1.5 5P 4X2 TM"", ""precio_compra"": 12000, ""transmision"": ""Manual"", ""cilindraje"": ""1.5""}"
176,FORD,F150,Automática,3.3,91543,2025-09-15T16:03:14.000Z,"{""id_registro"": 176, ""id"": ""1F1112AA-EA61-437C-869F-B16494648A55"", ""media"": ""https://cdn.pilotsolution.net/crm/stock/autocor/11945/11945_221921_desktop.jpeg"", ""marca"": ""FORD"", ""modelo"": ""F150"", ""precio"": 38900, ""anio"": 2018, ""duenio"": 0, ""domicilio"": 0, ""kilometraje"": 91543, ""tipo"": ""CAMIONETA"", ""ubicacion"": ""Autocor Valle de los Chillos"", ""canal_negocio"": ""3300"", ""procesado_el"": ""2025-10-23T12:00:13.971Z"", ""color"": ""CAFE"", ""accesorios"": ""4X4"", ""placa"": ""PDL6790"", ""bandera_recibido"": ""1"", ""dias_en_stock"": ""34"", ""publicado_en_web"": ""1"", ""numero_motor"": ""006-001-000001961"", ""reservado_por_email"": """", ""reservado_por_nombre"": """", ""reservado_el"": null, ""expira_el"": null, ""id_oportunidad_venta"": """", ""facturado_fabrica_el"": ""2025-09-19T00:00:00.000Z"", ""estado_fabrica"": ""NO"", ""estado"": ""DISPONIBLE"", ""combustible"": ""Gasolina"", ""disponibilidad"": ""Disponible"", ""codigo_disponibilidad"": ""1"", ""creado_por"": ""LUIS JOAQUIN CORONEL BETRAN"", ""fecha_ingreso"": ""2025-09-15T16:03:14.000Z"", ""bandera_eliminado"": ""0"", ""sucursal_duenio"": ""Autocor Valle de los Chillos"", ""grupo"": ""CAMIONETA"", ""transmision_bruta"": ""AUTOMÁTICA"", ""codigo_referencia_integracion"": ""C3FB4C1E-2C3F-4FD5-93CF-612A3496A4BE"", ""version"": ""SC AC 3.3 CD 4X4 TA"", ""precio_compra"": 35000, ""transmision"": ""Automática"", ""cilindraje"": ""3.3""}"
177,MITSUBISHI,ECLIPSE,Automática,2.0,92000,2025-09-15T16:00:50.000Z,"{""id_registro"": 177, ""id"": ""BF238545-B1DC-4EAD-81AB-B20C68DA137B"", ""media"": ""https://cdn.pilotsolution.net/crm/stock/autocor/11944/11944_221568_desktop.jpeg"", ""marca"": ""MITSUBISHI"", ""modelo"": ""ECLIPSE"", ""precio"": 20600, ""anio"": 2019, ""duenio"": 0, ""domicilio"": 0, ""kilometraje"": 92000, ""tipo"": ""SUV"", ""ubicacion"": ""Autocor Eloy Alfaro"", ""canal_negocio"": ""2000"", ""procesado_el"": ""2025-10-23T12:00:13.971Z"", ""color"": ""NEGRO"", ""accesorios"": ""4X2"", ""placa"": ""PDJ6221"", ""bandera_recibido"": ""1"", ""dias_en_stock"": ""35"", ""publicado_en_web"": ""1"", ""numero_motor"": """", ""reservado_por_email"": """", ""reservado_por_nombre"": """", ""reservado_el"": null, ""expira_el"": null, ""id_oportunidad_venta"": """", ""facturado_fabrica_el"": ""2025-09-18T00:00:00.000Z"", ""estado_fabrica"": """", ""estado"": ""DISPONIBLE"", ""combustible"": ""Gasolina"", ""disponibilidad"": ""Disponible"", ""codigo_disponibilidad"": ""1"", ""creado_por"": ""LUIS JOAQUIN CORONEL BETRAN"", ""fecha_ingreso"": ""2025-09-15T16:00:50.000Z"", ""bandera_eliminado"": ""0"", ""sucursal_duenio"": ""Autocor Eloy Alfaro"", ""grupo"": ""SUV"", ""transmision_bruta"": ""AUTOMATICA"", ""codigo_referencia_integracion"": ""845687CD-F16C-475B-8B4A-E89C612F5EB2"", ""version"": ""AC 2.0 5P 4X2 TA"", ""precio_compra"": 18740, ""transmision"": ""Automática"", ""cilindraje"": ""2.0""}"
178,CHEVROLET,TRACKER,Automática,1.8,94700,2025-09-15T15:13:56.000Z,"{""id_registro"": 178, ""id"": ""8B6D3E1B-E400-4A83-AE62-3242994C5590"", ""media"": ""https://cdn.pilotsolution.net/crm/stock/autocor/11942/11942_221164_desktop.jpeg"", ""marca"": ""CHEVROLET"", ""modelo"": ""TRACKER"", ""precio"": 14400, ""anio"": 2017, ""duenio"": 0, ""domicilio"": 0, ""kilometraje"": 94700, ""tipo"": ""SUV"", ""ubicacion"": ""Autocor Eloy Alfaro"", ""canal_negocio"": ""1800"", ""procesado_el"": ""2025-10-23T12:00:13.971Z"", ""color"": ""PLOMO"", ""accesorios"": ""4X2\n"", ""placa"": ""PCT6634"", ""bandera_recibido"": ""1"", ""dias_en_stock"": ""36"", ""publicado_en_web"": ""1"", ""numero_motor"": """", ""reservado_por_email"": """", ""reservado_por_nombre"": """", ""reservado_el"": null, ""expira_el"": null, ""id_oportunidad_venta"": """", ""facturado_fabrica_el"": ""2025-09-17T00:00:00.000Z"", ""estado_fabrica"": """", ""estado"": ""DISPONIBLE"", ""combustible"": ""Gasolina"", ""disponibilidad"": ""Disponible"", ""codigo_disponibilidad"": ""1"", ""creado_por"": ""LUIS JOAQUIN CORONEL BETRAN"", ""fecha_ingreso"": ""2025-09-15T15:13:56.000Z"", ""bandera_eliminado"": ""0"", ""sucursal_duenio"": ""Autocor Eloy Alfaro"", ""grupo"": ""SUV"", ""transmision_bruta"": ""AUTOMATICA"", ""codigo_referencia_integracion"": ""BA9113F7-B557-4ABA-9FE8-084B1F557C89"", ""version"": ""LT AC 1.8 5P 4X2 TA"", ""precio_compra"": 12200, ""transmision"": ""Automática"", ""cilindraje"": ""1.8""}"
179,BMW,X5,Automática,3.0,57000,2025-09-15T14:16:12.000Z,"{""id_registro"": 179, ""id"": ""536DAB84-7B98-4F6E-AEDE-A52FBAFB65A7"", ""media"": ""https://cdn.pilotsolution.net/crm/stock/autocor/11938/11938_221708_desktop.jpeg"", ""marca"": ""BMW"", ""modelo"": ""X5"", ""precio"": 47900, ""anio"": 2016, ""duenio"": 0, ""domicilio"": 0, ""kilometraje"": 57000, ""tipo"": ""SUV"", ""ubicacion"": ""Autocor Shyris"", ""canal_negocio"": ""3000"", ""procesado_el"": ""2025-10-23T12:00:13.971Z"", ""color"": ""PLOMO"", ""accesorios"": ""4X4"", ""placa"": ""PCR4218"", ""bandera_recibido"": ""1"", ""dias_en_stock"": ""33"", ""publicado_en_web"": ""1"", ""numero_motor"": ""006-001-000001907"", ""reservado_por_email"": """", ""reservado_por_nombre"": """", ""reservado_el"": null, ""expira_el"": null, ""id_oportunidad_venta"": """", ""facturado_fabrica_el"": ""2025-09-20T00:00:00.000Z"", ""estado_fabrica"": """", ""estado"": ""DISPONIBLE"", ""combustible"": ""Gasolina"", ""disponibilidad"": ""Disponible"", ""codigo_disponibilidad"": ""1"", ""creado_por"": ""LUIS JOAQUIN CORONEL BETRAN"", ""fecha_ingreso"": ""2025-09-15T14:16:12.000Z"", ""bandera_eliminado"": ""0"", ""sucursal_duenio"": ""Autocor Shyris"", ""grupo"": ""SUV"", ""transmision_bruta"": ""AUTOMATICA"", ""codigo_referencia_integracion"": ""87D72721-60D3-4877-B7D8-5E1A4EC982AE"", ""version"": ""DRIVE 35I AC 3.0 5P 4X4 TA"", ""precio_compra"": 38000, ""transmision"": ""Automática"", ""cilindraje"": ""3.0""}"
